"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"MCBC","Macatawa Bank Corporation","10.06","$341.45M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mcbc",
"MFNC","Mackinac Financial Corporation","15.94","$100.34M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mfnc",
"MTSI","MACOM Technology Solutions Holdings, Inc.","37.33","$2.4B","2012","Technology","Semiconductors","http://www.nasdaq.com/symbol/mtsi",
"MGNX","MacroGenics, Inc.","18.67","$687.03M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mgnx",
"MDGL","Madrigal Pharmaceuticals, Inc.","46.93","$586.42M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mdgl",
"MAGS","Magal Security Systems Ltd.","4.38","$100.79M","1993","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/mags",
"MGLN","Magellan Health, Inc.","85.45","$2.02B","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/mgln",
"MGIC","Magic Software Enterprises Ltd.","8.75","$389.25M","1991","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mgic",
"CALL","magicJack VocalTec Ltd","6.1","$98.29M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/call",
"MNGA","MagneGas Corporation","0.415","$5.14M","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/mnga",
"MGYR","Magyar Bancorp, Inc.","12.2","$71.01M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/mgyr",
"MHLD","Maiden Holdings, Ltd.","8.5","$736.27M","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/mhld",
"MSFG","MainSource Financial Group, Inc.","37.72","$964.74M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/msfg",
"MMYT","MakeMyTrip Limited","27.225","$2.5B","2010","Consumer Services","Transportation Services","http://www.nasdaq.com/symbol/mmyt",
"MBUU","Malibu Boats, Inc.","31.58","$640.66M","2014","Capital Goods","Marine Transportation","http://www.nasdaq.com/symbol/mbuu",
"MLVF","Malvern Bancorp, Inc.","27.05","$177.79M","n/a","Finance","Banks","http://www.nasdaq.com/symbol/mlvf",
"MAMS","MAM Software Group, Inc.","8.59","$105.85M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mams",
"TUSK","Mammoth Energy Services, Inc.","19.17","$853.11M","2016","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/tusk",
"MANH","Manhattan Associates, Inc.","41.38","$2.85B","1998","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/manh",
"LOAN","Manhattan Bridge Capital, Inc","6.0616","$49.15M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/loan",
"MNTX","Manitex International, Inc.","8.86","$146.69M","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/mntx",
"MTEX","Mannatech, Incorporated","14.75","$39.99M","n/a","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/mtex",
"MNKD","MannKind Corporation","3.3075","$349.54M","2004","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mnkd",
"MANT","ManTech International Corporation","50.35","$1.96B","2002","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/mant",
"MARA","Marathon Patent Group, Inc.","1.41","$10.96M","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/mara",
"MCHX","Marchex, Inc.","3.12","$135.23M","2004","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/mchx",
"MARPS","Marine Petroleum Trust","3.9418","$7.88M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/marps",
"MRNS","Marinus Pharmaceuticals, Inc.","6.19","$250.26M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mrns",
"MKTX","MarketAxess Holdings, Inc.","177","$6.64B","2004","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/mktx",
"MRLN","Marlin Business Services Corp.","23.8","$297.71M","2003","Finance","Major Banks","http://www.nasdaq.com/symbol/mrln",
"MAR","Marriott International","121.52","$45.26B","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/mar",
"MBII","Marrone Bio Innovations, Inc.","0.95","$29.78M","2013","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/mbii",
"MRTN","Marten Transport, Ltd.","19.2","$1.05B","1986","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/mrtn",
"MMLP","Martin Midstream Partners L.P.","15.9","$611.3M","2002","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/mmlp",
"MRVL","Marvell Technology Group Ltd.","18.51","$9.18B","2000","Technology","Semiconductors","http://www.nasdaq.com/symbol/mrvl",
"MASI","Masimo Corporation","86","$4.44B","2007","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/masi",
"MTCH","Match Group, Inc.","26.99","$7.08B","2015","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/mtch",
"MTLS","Materialise NV","14.69","$695.21M","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mtls",
"MPAC","Matlin & Partners Acquisition Corporation","9.73","$395.28M","2017","Finance","Business Services","http://www.nasdaq.com/symbol/mpac",
"MPACU","Matlin & Partners Acquisition Corporation","10.17","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/mpacu",
"MPACW","Matlin & Partners Acquisition Corporation","0.42","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/mpacw",
"MTRX","Matrix Service Company","14.025","$374.78M","1990","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/mtrx",
"MAT","Mattel, Inc.","13.125","$4.51B","n/a","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/mat",
"MATR","Mattersight Corporation","2.5","$81.87M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/matr",
"MATW","Matthews International Corporation","61.7","$1.99B","1994","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/matw",
"MXIM","Maxim Integrated Products, Inc.","53.45","$15.05B","1988","Technology","Semiconductors","http://www.nasdaq.com/symbol/mxim",
"MXWL","Maxwell Technologies, Inc.","4.53","$167.79M","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/mxwl",
"MZOR","Mazor Robotics Ltd.","60.2","$1.54B","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/mzor",
"MBFI","MB Financial Inc.","46.21","$3.88B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mbfi",
"MBFIP","MB Financial Inc.","25.3895","$101.56M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mbfip",
"MCFT","MCBC Holdings, Inc.","23.05","$429.59M","2015","Capital Goods","Marine Transportation","http://www.nasdaq.com/symbol/mcft",
"MGRC","McGrath RentCorp","47.99","$1.15B","1984","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/mgrc",
"MDCA","MDC Partners Inc.","11","$549.29M","n/a","Technology","Advertising","http://www.nasdaq.com/symbol/mdca",
"MFIN","Medallion Financial Corp.","2.115","$51.34M","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/mfin",
"MFINL","Medallion Financial Corp.","24.37","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/mfinl",
"MTBC","Medical Transcription Billing, Corp.","3.97","$45.76M","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mtbc",
"MTBCP","Medical Transcription Billing, Corp.","25.35","$17.09M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mtbcp",
"MNOV","MediciNova, Inc.","6.74","$243.32M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mnov",
"MDSO","Medidata Solutions, Inc.","71.79","$4.2B","2009","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mdso",
"MDGS","Medigus Ltd.","2.199","$6.65M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/mdgs",
"MDWD","MediWound Ltd.","4.95","$108.67M","2014","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/mdwd",
"MDVX","Medovex Corp.","1.1","$23.01M","2015","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/mdvx",
"MDVXW","Medovex Corp.","0.2","n/a","2015","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/mdvxw",
"MEDP","Medpace Holdings, Inc.","37.23","$1.4B","2016","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/medp",
"MEIP","MEI Pharma, Inc.","2.54","$93.85M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/meip",
"MLCO","Melco Resorts & Entertainment Limited","25.9","$12.74B","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/mlco",
"MLNX","Mellanox Technologies, Ltd.","44.4","$2.23B","2007","Technology","Semiconductors","http://www.nasdaq.com/symbol/mlnx",
"MELR","Melrose Bancorp, Inc.","18.7571","$48.81M","2014","Finance","Major Banks","http://www.nasdaq.com/symbol/melr",
"MTSL","MER Telemanagement Solutions Ltd.","2.025","$5.91M","1997","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/mtsl",
"MELI","MercadoLibre, Inc.","267.35","$11.81B","2007","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/meli",
"MBWM","Mercantile Bank Corporation","35.96","$592.99M","1998","Finance","Major Banks","http://www.nasdaq.com/symbol/mbwm",
"MERC","Mercer International Inc.","14.45","$939.5M","n/a","Basic Industries","Paper","http://www.nasdaq.com/symbol/merc",
"MBIN","Merchants Bancorp","17.85","$495.3M","2017","Finance","Major Banks","http://www.nasdaq.com/symbol/mbin",
"MRCY","Mercury Systems Inc","51.29","$2.47B","1998","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/mrcy",
"EBSB","Meridian Bancorp, Inc.","19.725","$1.06B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ebsb",
"VIVO","Meridian Bioscience Inc.","14.65","$618.27M","1986","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/vivo",
"MRDN","Meridian Waste Solutions, Inc","1.03","$12.77M","n/a","Basic Industries","Miscellaneous","http://www.nasdaq.com/symbol/mrdn",
"MRDNW","Meridian Waste Solutions, Inc","0.18","n/a","n/a","Basic Industries","Miscellaneous","http://www.nasdaq.com/symbol/mrdnw",
"MMSI","Merit Medical Systems, Inc.","37.95","$1.9B","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/mmsi",
"MACK","Merrimack Pharmaceuticals, Inc.","11.69","$155.24M","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mack",
"MRSN","Mersana Therapeutics, Inc.","17.3","$392.93M","2017","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mrsn",
"MRUS","Merus N.V.","15.42","$299.1M","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mrus",
"MLAB","Mesa Laboratories, Inc.","157.79","$594.1M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/mlab",
"MESO","Mesoblast Limited","5.14","$444.67M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/meso",
"CASH","Meta Financial Group, Inc.","86.85","$835.72M","1993","Finance","Savings Institutions","http://www.nasdaq.com/symbol/cash",
"MEOH","Methanex Corporation","50.35","$4.28B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/meoh",
"MGCD","MGC Diagnostics Corporation","8.55","$37.96M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/mgcd",
"MGEE","MGE Energy Inc.","65.65","$2.28B","n/a","Energy","Electric Utilities: Central","http://www.nasdaq.com/symbol/mgee",
"MGPI","MGP Ingredients, Inc.","72.91","$1.22B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/mgpi",
"MBOT","Microbot Medical Inc. ","1.08","$39.97M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/mbot",
"MCHP","Microchip Technology Incorporated","93.66","$21.8B","1993","Technology","Semiconductors","http://www.nasdaq.com/symbol/mchp",
"MU","Micron Technology, Inc.","43.71","$50.41B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/mu",
"MICT","Micronet Enertec Technologies, Inc.","0.7852","$6.05M","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/mict",
"MICTW","Micronet Enertec Technologies, Inc.","0.0868","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/mictw",
"MSCC","Microsemi Corporation","53.87","$6.23B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/mscc",
"MSFT","Microsoft Corporation","84.14","$649.11B","1986","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/msft",
"MSTR","MicroStrategy Incorporated","133.74","$1.53B","1998","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mstr",
"MVIS","Microvision, Inc.","1.57","$121M","1996","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/mvis",
"RNMC","Mid Cap US Equity Select ETF","20.88","$2.09M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rnmc",
"MPB","Mid Penn Bancorp","29.7","$125.95M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mpb",
"MTP","Midatech Pharma PLC","1.3804","$33.63M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mtp",
"MCEP","Mid-Con Energy Partners, LP","1.28","$38.52M","2011","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mcep",
"MBCN","Middlefield Banc Corp.","45.4409","$146.08M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mbcn",
"MSEX","Middlesex Water Company","43.025","$702.93M","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/msex",
"MSBI","Midland States Bancorp, Inc.","32.14","$613.65M","2016","Finance","Major Banks","http://www.nasdaq.com/symbol/msbi",
"MOFG","MidWestOne Financial Group, Inc.","35.82","$437.67M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mofg",
"MIME","Mimecast Limited","31.06","$1.76B","2015","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mime",
"MDXG","MiMedx Group, Inc","12.4","$1.38B","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/mdxg",
"MNDO","MIND C.T.I. Ltd.","2.692","$51.93M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/mndo",
"MB","MINDBODY, Inc.","32.25","$1.5B","2015","Technology","EDP Services","http://www.nasdaq.com/symbol/mb",
"NERV","Minerva Neurosciences, Inc","5.95","$229.77M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/nerv",
"MGEN","Miragen Therapeutics, Inc.","8.06","$173.16M","2014","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/mgen",
"MRTX","Mirati Therapeutics, Inc.","14","$349.58M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mrtx",
"MSON","MISONIX, Inc.","10.35","$96.85M","1992","Capital Goods","Medical Specialities","http://www.nasdaq.com/symbol/mson",
"MIND","Mitcham Industries, Inc.","3.74","$45.21M","1994","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/mind",
"MINDP","Mitcham Industries, Inc.","22.93","n/a","n/a","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/mindp",
"MITK","Mitek Systems, Inc.","8.525","$291.3M","n/a","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/mitk",
"MITL","Mitel Networks Corporation","8.545","$1.02B","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/mitl",
"MKSI","MKS Instruments, Inc.","107.6","$5.84B","1999","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/mksi",
"MMAC","MMA Capital Management, LLC","24.25","$141.93M","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/mmac",
"MINI","Mobile Mini, Inc.","33.975","$1.51B","1994","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/mini",
"MOBL","MobileIron, Inc.","4","$376.54M","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mobl",
"MMDM","Modern Media Acquisition Corp.","9.8","$253.58M","2017","Finance","Business Services","http://www.nasdaq.com/symbol/mmdm",
"MMDMR","Modern Media Acquisition Corp.","0.4","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/mmdmr",
"MMDMU","Modern Media Acquisition Corp.","10.45","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/mmdmu",
"MMDMW","Modern Media Acquisition Corp.","0.54","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/mmdmw",
"MLNK","ModusLink Global Solutions, Inc","1.85","$102.78M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/mlnk",
"MTEM","Molecular Templates, Inc.","8.14","$218.81M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mtem",
"MBRX","Moleculin Biotech, Inc.","1.87","$37.89M","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mbrx",
"MNTA","Momenta Pharmaceuticals, Inc.","13.2","$1.01B","2004","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/mnta",
"MOMO","Momo Inc.","29.8","$5.9B","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/momo",
"MCRI","Monarch Casino & Resort, Inc.","45.35","$801.37M","1993","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/mcri",
"MDLZ","Mondelez International, Inc.","40.96","$61.21B","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/mdlz",
"MGI","Moneygram International, Inc.","14.53","$787.71M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/mgi",
"MDB","MongoDB, Inc.","29.65","$1.45B","2017","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mdb",
"MPWR","Monolithic Power Systems, Inc.","122.15","$5.07B","2004","Technology","Semiconductors","http://www.nasdaq.com/symbol/mpwr",
"TYPE","Monotype Imaging Holdings Inc.","23.475","$979.31M","2007","Technology","EDP Services","http://www.nasdaq.com/symbol/type",
"MNRO","Monro, Inc. ","48.6","$1.59B","1991","Consumer Services","Automotive Aftermarket","http://www.nasdaq.com/symbol/mnro",
"MRCC","Monroe Capital Corporation","14.43","$292.06M","2012","n/a","n/a","http://www.nasdaq.com/symbol/mrcc",
"MNST","Monster Beverage Corporation","57.66","$32.76B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/mnst",
"MSDI","Monster Digital, Inc.","0.63","$5.94M","2016","Technology","Electronic Components","http://www.nasdaq.com/symbol/msdi",
"MSDIW","Monster Digital, Inc.","0.07","n/a","2016","Technology","Electronic Components","http://www.nasdaq.com/symbol/msdiw",
"MORN","Morningstar, Inc.","87.01","$3.7B","2005","Finance","Investment Managers","http://www.nasdaq.com/symbol/morn",
"MOSY","MoSys, Inc.","0.67","$5.36M","2001","Technology","Semiconductors","http://www.nasdaq.com/symbol/mosy",
"MTFB","Motif Bio plc","10.3267","$135.73M","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mtfb",
"MTFBW","Motif Bio plc","4.45","n/a","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mtfbw",
"MPAA","Motorcar Parts of America, Inc.","26.99","$502.96M","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/mpaa",
"MPVD","Mountain Province Diamonds Inc.","2.85","$456.7M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/mpvd",
"MOXC","Moxian, Inc.","2.55","$170.87M","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/moxc",
"MSBF","MSB Financial Corp.","17.5503","$101.02M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/msbf",
"MTGE","MTGE Investment Corp.","18.15","$831.23M","2011","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/mtge",
"MTGEP","MTGE Investment Corp.","26.3","$52.6M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/mtgep",
"MTSC","MTS Systems Corporation","51.9","$880M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/mtsc",
"LABL","Multi-Color Corporation","81","$1.38B","1987","Miscellaneous","Publishing","http://www.nasdaq.com/symbol/labl",
"MBIO","Mustang Bio, Inc.","10.3001","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mbio",
"MFSF","MutualFirst Financial Inc.","39.2","$289.66M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mfsf",
"MYSZ","My Size, Inc.","0.7499","$13.79M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mysz",
"MYL","Mylan N.V.","35.71","$19.15B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/myl",
"MYND","MYnd Analytics, Inc.","3.88","$16.45M","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/mynd",
"MYNDW","MYnd Analytics, Inc.","0.7785","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/myndw",
"MYOK","MyoKardia, Inc.","42.1","$1.5B","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/myok",
"MYOS","MYOS RENS Technology Inc.","1.18","$6.9M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/myos",
"MYRG","MYR Group, Inc.","31.93","$526.58M","n/a","Basic Industries","Water Supply","http://www.nasdaq.com/symbol/myrg",
"MYGN","Myriad Genetics, Inc.","28.44","$1.97B","1995","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/mygn",
"NBRV","Nabriva Therapeutics plc","6.14","$183.82M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/nbrv",
"NAKD","Naked Brand Group Inc.","1.25","$12.93M","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/nakd",
"NNDM","Nano Dimension Ltd.","4.3735","$54.05M","n/a","Technology","Electrical Products","http://www.nasdaq.com/symbol/nndm",
"NANO","Nanometrics Incorporated","28.09","$716.17M","1984","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/nano",
"NSTG","NanoString Technologies, Inc.","7.77","$195.84M","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/nstg",
"NAOV","NanoVibronix, Inc.","4.75","$12.51M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/naov",
"NH","NantHealth, Inc.","3.29","$401.26M","2016","Technology","EDP Services","http://www.nasdaq.com/symbol/nh",
"NK","NantKwest, Inc.","4.24","$336.83M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/nk",
"NSSC","NAPCO Security Technologies, Inc.","9.95","$187.55M","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/nssc",
"NDAQ","Nasdaq, Inc.","72.39","$12.07B","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/ndaq",
"NTRA","Natera, Inc.","10.86","$578M","2015","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/ntra",
"NATH","Nathan&#39;s Famous, Inc.","92","$384.47M","1993","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/nath",
"NAUH","National American University Holdings, Inc.","1.28","$31.02M","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/nauh",
"NKSH","National Bankshares, Inc.","45.95","$319.72M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/nksh",
"FIZZ","National Beverage Corp.","93.89","$4.37B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/fizz",
"NCMI","National CineMedia, Inc.","6.69","$525.27M","2007","Consumer Services","Advertising","http://www.nasdaq.com/symbol/ncmi",
"NCOM","National Commerce Corporation","40.9","$604.39M","2015","Finance","Major Banks","http://www.nasdaq.com/symbol/ncom",
"NESR","National Energy Services Reunited Corp.","9.75","$279.36M","2017","Finance","Business Services","http://www.nasdaq.com/symbol/nesr",
"NESRW","National Energy Services Reunited Corp.","0.55","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/nesrw",
"NGHC","National General Holdings Corp","20.405","$2.18B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/nghc",
"NGHCN","National General Holdings Corp","25.3","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/nghcn",
"NGHCO","National General Holdings Corp","25.37","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/nghco",
"NGHCP","National General Holdings Corp","25.8116","$56.79M","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/nghcp",
"NGHCZ","National General Holdings Corp","25.9599","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/nghcz",
"NHLD","National Holdings Corporation","2.4201","$30.1M","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/nhld",
"NHLDW","National Holdings Corporation","0.5","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/nhldw",
"NATI","National Instruments Corporation","44.7","$5.84B","1995","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/nati",
"NRCIA","National Research Corporation","37.35","$914.44M","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/nrcia",
"NRCIB","National Research Corporation","53.31","$1.31B","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/nrcib",
"NSEC","National Security Group, Inc.","15.3999","$38.84M","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/nsec",
"EYE","National Vision Holdings, Inc.","29.77","$2.15B","2017","Health Care","Ophthalmic Goods","http://www.nasdaq.com/symbol/eye",
"NWLI","National Western Life Group, Inc.","354.53","$1.29B","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/nwli",
"NAII","Natural Alternatives International, Inc.","10.6","$78.75M","n/a","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/naii",
"NHTC","Natural Health Trends Corp.","19.15","$217.2M","n/a","Consumer Durables","Consumer Specialties","http://www.nasdaq.com/symbol/nhtc",
"NATR","Nature&#39;s Sunshine Products, Inc.","9.95","$187.98M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/natr",
"BABY","Natus Medical Incorporated","42.75","$1.42B","2001","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/baby",
"ISM","Navient Corporation","25.0708","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/ism",
